Timestamp,V_RMS,I_RMS,KW,KVAR,KVA,KWH,PF,V_THD,I_THD,Temperature_C,Cloud_Cover_Percentage,Day_of_Year,Hour_of_Day,Humidity_Percentage,Root_Cause,Equipment_Condition
14-03-2023 16:00,230.28,11.19,-4.332,-1.074,4.463149112,186.133,0.9706149,2.13,5.98,32.9,12.8,73,16,41.1,Normal,Healthy
14-03-2023 16:15,229.52,11.36,-3.778,2.477,4.517611426,185.188,0.836282453,2.88,5.84,32.2,10.7,73,16.25,21.7,Normal,Healthy
14-03-2023 16:30,229.3,7.97,-3.04,-0.882,3.16536317,184.428,0.960395025,2.24,6.36,34.6,17.7,73,16.5,40.1,Normal,Healthy
14-03-2023 16:45,230.72,6.62,-2.359,-1.201,2.647127122,183.839,0.891154448,2.11,6.53,34.8,18.3,73,16.75,35.1,Normal,Healthy
14-03-2023 17:00,229.87,6.94,-2.397,1.372,2.761882148,183.24,0.867886102,0.54,3.38,32.4,13.3,73,17,35.1,Normal,Healthy
14-03-2023 17:15,230.92,4.14,-1.397,0.889,1.655877411,182.89,0.843660978,2.3,5.92,36.5,21.2,73,17.25,34,Normal,Healthy
14-03-2023 17:30,230.39,1.77,-0.692,-0.144,0.706823882,182.717,0.979026089,2.11,7.01,36.2,20.3,73,17.5,25.1,Normal,Healthy
14-03-2023 17:45,229.84,1.11,-0.365,-0.248,0.44128109,182.626,0.827135315,2.22,6.99,33.5,33.2,73,17.75,36.5,Normal,Healthy
14-03-2023 18:00,230.35,0,0,0,0,182.626,0,2.6,4.9,37.7,22.7,73,18,40.4,Normal,Healthy
14-03-2023 18:15,229.99,0,0,0,0,182.626,0,1.64,6.51,30.1,36.2,73,18.25,24.4,Normal,Healthy
14-03-2023 18:30,230.46,0.28,-0.096,0.057,0.111646764,182.602,0.859847042,1.94,6.79,34.3,17,73,18.5,18.6,Normal,Healthy
14-03-2023 18:45,230.76,16.07,6.14,-1.882,6.4219564,184.137,0.956094788,1.78,6.81,29.5,34.2,73,18.75,49.7,Normal,Healthy
14-03-2023 19:00,232.1,22.16,7.571,4.695,8.908595063,186.03,0.849853327,1.95,5.71,35.6,19.5,73,19,41.5,Normal,Healthy
14-03-2023 19:15,229.78,24.28,8.233,-5.061,9.664161112,188.088,0.851910378,1.86,5.18,34.4,10,73,19.25,34.9,Normal,Healthy
14-03-2023 19:30,229.92,26.84,10,3.779,10.69022175,190.588,0.935434203,3.15,6.39,34.1,26.4,73,19.5,30.3,Normal,Healthy
14-03-2023 19:45,230.03,23.12,7.822,4.867,9.212566038,192.544,0.849057594,2.89,5.44,33.8,16.5,73,19.75,39.4,Normal,Healthy
14-03-2023 20:00,229.51,23.17,8.421,3.729,9.209705858,194.649,0.91436135,2.31,8.26,35.3,28.5,73,20,41.7,Normal,Healthy
14-03-2023 20:15,230.54,21.52,8.184,2.614,8.591324229,196.695,0.952588778,1.17,5.76,34.5,27.5,73,20.25,39.5,Normal,Healthy
14-03-2023 20:30,230.49,24.58,8.36,5.137,9.812154147,198.785,0.852004465,1.46,4.78,33,0,73,20.5,39.9,Normal,Healthy
14-03-2023 20:45,230.22,28.29,10,5.219,11.27998054,201.285,0.886526273,1.25,7.97,30.8,16.2,73,20.75,41.4,Normal,Healthy
14-03-2023 21:00,229.63,17.05,5.696,-3.682,6.782443512,202.709,0.839815201,2.05,7.31,35.4,7.1,73,21,39.3,Normal,Healthy
14-03-2023 21:15,230.7,23.1,8.7,-3.079,9.228772454,204.884,0.942703821,2.87,6.1,35.7,12.9,73,21.25,31.4,Normal,Healthy
14-03-2023 21:30,228.21,19.35,6.743,3.613,7.649955425,206.57,0.881442929,1.74,4.75,29.3,5.8,73,21.5,38.5,Normal,Healthy
14-03-2023 21:45,230.27,25.1,8.549,-5.205,10.00886737,208.707,0.854142515,2.19,7.9,34.7,14.9,73,21.75,39.1,Normal,Healthy
14-03-2023 22:00,229.57,18.82,7.314,1.575,7.481658974,210.536,0.977590538,2.35,5,30.6,17.4,73,22,39.4,Normal,Healthy
14-03-2023 22:15,231.42,9.69,3.473,-1.739,3.884050721,211.404,0.894169349,1.37,6.59,33.4,17.9,73,22.25,26.3,Normal,Healthy
14-03-2023 22:30,229.6,9.37,3.517,1.228,3.725221201,212.283,0.944104757,2.56,6.48,35.7,11.4,73,22.5,31.5,Normal,Healthy
14-03-2023 22:45,229.64,13.91,4.768,-2.807,5.532908186,213.475,0.861752803,2.73,7.68,35.6,23.7,73,22.75,49,Normal,Healthy
14-03-2023 23:00,229.85,5.3,1.992,-0.693,2.109102416,213.973,0.944477158,3.38,4.56,33.2,16.2,73,23,22.8,Normal,Healthy
14-03-2023 23:15,230.91,10.51,4.024,-1.212,4.202561124,214.979,0.957511128,2.35,5.62,33.6,27.7,73,23.25,23.8,Normal,Healthy
14-03-2023 23:30,230.21,9.38,3.295,-1.769,3.739837697,215.803,0.881054042,2.42,8.08,33.6,12.3,73,23.5,32.7,Normal,Healthy
14-03-2023 23:45,229.41,8.91,2.961,1.94,3.539932344,216.543,0.836456428,1.9,4.87,35.5,20.6,73,23.75,27.4,Normal,Healthy
15-03-2023 00:00,229.54,8.39,3.051,-1.347,3.335117689,217.306,0.914810022,2.93,4.86,35.4,20.5,74,0,36,Normal,Healthy
15-03-2023 00:15,231.3,5.12,1.792,-1,2.052136448,217.753,0.873235856,1.74,5.2,32.3,16.2,74,0.25,43.1,Normal,Healthy
15-03-2023 00:30,228.69,11.04,3.723,2.296,4.374053612,218.684,0.851155354,1.85,5.94,34.1,21.9,74,0.5,36.5,Normal,Healthy
15-03-2023 00:45,230.01,9.25,3.52,-1.083,3.682837086,219.564,0.95578462,3.01,6.31,30.9,8.9,74,0.75,29.4,Normal,Healthy
15-03-2023 01:00,230.34,4.3,1.604,0.604,1.713952158,219.965,0.935848213,1.5,7.22,33.9,30.3,74,1,42.6,Normal,Healthy
15-03-2023 01:15,228.5,14.45,5.229,2.314,5.7181323,221.273,0.914459269,2.84,4.91,35.2,17.7,74,1.25,23.5,Normal,Healthy
15-03-2023 01:30,229.71,9.83,3.359,2.001,3.909844242,222.112,0.859113288,2.08,3.5,33.6,11.3,74,1.5,43.5,Normal,Healthy
15-03-2023 01:45,230.32,5.82,2.257,-0.539,2.320467625,222.676,0.972648359,1.86,3.32,31.2,16.5,74,1.75,36.2,Normal,Healthy
15-03-2023 02:00,231.44,11.1,3.814,-2.292,4.449703361,223.63,0.857135596,2.26,5.08,32.9,12.1,74,2,18.2,Normal,Healthy
15-03-2023 02:15,229.61,5.11,1.79,-0.963,2.032601535,224.077,0.88064438,1.67,4.97,34.6,23.9,74,2.25,45.5,Normal,Healthy
15-03-2023 02:30,228.73,11.49,3.808,-2.494,4.552021529,225.029,0.83655122,1.6,8.56,33.9,23.4,74,2.5,32.8,Normal,Healthy
15-03-2023 02:45,229.37,10.7,3.986,1.478,4.251197478,226.026,0.937617949,1.63,5.55,33.8,14.7,74,2.75,31.5,Normal,Healthy
15-03-2023 03:00,229.23,11.43,7.171,2.518,7.600234536,226.97,0.94352339,12.16,28.73,31.3,21.1,74,3,44.7,Non-linear Load,Healthy
15-03-2023 03:15,228.1,9.16,10.236,-0.842,10.27057253,227.85,0.99663373,7.32,30.35,33,5.3,74,3.25,35.3,Non-linear Load,Healthy
15-03-2023 03:30,230.38,12.3,9.297,-2.523,9.633262064,228.903,0.965093545,10.07,39.07,38.4,20,74,3.5,33.2,Non-linear Load,Healthy
15-03-2023 03:45,229.96,6.97,8.205,-0.549,8.223346399,229.584,0.997768865,8.59,23.63,32.8,6.7,74,3.75,37,Non-linear Load,Healthy
15-03-2023 04:00,230.7,16.65,9.802,2.822,10.20014157,231.09,0.960966961,7.8,30.24,34.6,16.3,74,4,30.7,Non-linear Load,Healthy
15-03-2023 04:15,230.81,7.42,6.734,-1.123,6.826996778,231.776,0.986377939,8.81,39.57,32,11.4,74,4.25,19.5,Non-linear Load,Healthy
15-03-2023 04:30,230.41,11.61,8.403,-2.294,8.710501995,232.783,0.964697447,9.81,25.97,34.9,34.3,74,4.5,26.3,Non-linear Load,Healthy
15-03-2023 04:45,228.58,13.99,11.686,-2.798,12.01629727,233.978,0.972512478,8.16,31.85,34,17.2,74,4.75,45.4,Non-linear Load,Healthy
15-03-2023 05:00,229.19,7.59,7.509,-1.428,7.643576715,234.641,0.982393361,11.89,22.36,35,23.7,74,5,23.9,Non-linear Load,Healthy
15-03-2023 05:15,230.66,11.58,7.007,2.396,7.405326799,235.631,0.946210646,7.44,31.54,35.2,19.8,74,5.25,39.2,Non-linear Load,Healthy
15-03-2023 05:30,230.26,13.11,10.176,1.764,10.3277622,236.861,0.985305318,10.73,35.61,34.5,22.1,74,5.5,36.5,Non-linear Load,Healthy
15-03-2023 05:45,228.74,8.85,7.729,1.187,7.819616998,237.687,0.988411455,6.69,21.64,34.2,29.7,74,5.75,46.3,Non-linear Load,Healthy
15-03-2023 06:00,229.81,11.25,7.938,1.503,8.079037876,238.741,0.982542617,8.22,38.75,34.2,8.6,74,6,30.6,Non-linear Load,Healthy
15-03-2023 06:15,229.37,10.4,7.82,2.319,8.156602295,239.595,0.958732418,10.15,31.57,32.8,17.2,74,6.25,32.3,Non-linear Load,Healthy
15-03-2023 06:30,231.02,0.22,3.664,-0.041,3.664229387,239.575,0.999937125,10.11,22.86,33.7,20,74,6.5,37.1,Non-linear Load,Healthy
15-03-2023 06:45,229.8,0.47,2.878,-0.048,2.87840025,239.53,0.9998606,8.75,29.38,29.4,29.3,74,6.75,37.1,Non-linear Load,Healthy
15-03-2023 07:00,231.66,0.01,5.286,-0.001,5.286000095,239.53,0.999999793,11.5,38.93,32.2,15.8,74,7,33.9,Non-linear Load,Healthy
15-03-2023 07:15,229.72,0,5.2,0,5.2,239.53,0.999999808,9.31,26.99,35.5,20.4,74,7.25,31.5,Non-linear Load,Healthy
15-03-2023 07:30,230.77,0,4.374,0,4.374,239.53,0.999999771,10.81,31.79,31.7,17,74,7.5,39.5,Non-linear Load,Healthy
15-03-2023 07:45,230.15,0,3.423,0,3.423,239.53,0.999999708,10.53,27.82,34.3,14.2,74,7.75,40.2,Non-linear Load,Healthy
15-03-2023 08:00,230.1,0.22,-0.087,0.019,0.089050547,239.508,0.976962248,2.37,4.31,32.2,23.8,74,8,35.4,Normal,Healthy
15-03-2023 08:15,229.48,1.15,-0.4,0.222,0.457475682,239.408,0.874361504,2.68,6.61,31.5,24,74,8.25,35.7,Normal,Healthy
15-03-2023 08:30,230.04,2.3,-0.859,0.319,0.916319813,239.193,0.937444602,2.69,6.71,33.4,27.9,74,8.5,40.1,Normal,Healthy
15-03-2023 08:45,229.53,2.31,-0.774,-0.493,0.917673689,239,0.843436143,1.58,3.46,31,23.1,74,8.75,38.8,Normal,Healthy
15-03-2023 09:00,229.42,4.98,-1.84,-0.725,1.977681724,238.54,0.930381794,2.3,4.73,34.2,22.5,74,9,39.7,Normal,Healthy
15-03-2023 09:15,229.82,5.97,-2.167,-0.979,2.377883513,237.998,0.911314233,1.73,4.36,29.9,27.9,74,9.25,28.8,Normal,Healthy
15-03-2023 09:30,230.08,8.94,-3.064,1.818,3.562754552,237.232,0.860008484,1.87,5.56,36.7,15.1,74,9.5,42,Normal,Healthy
15-03-2023 09:45,230.17,10.13,-3.927,0.937,4.037238908,236.25,0.972694239,1.61,4.64,32.8,11.9,74,9.75,41.9,Normal,Healthy
15-03-2023 10:00,229.99,9.15,-3.323,-1.499,3.645453333,235.42,0.911546188,2,4.48,37.2,19,74,10,28.9,Normal,Healthy
15-03-2023 10:15,230.22,12.96,-4.526,-2.497,5.169108724,234.288,0.875585979,2.53,4.63,31.6,14,74,10.25,44.3,Normal,Healthy
15-03-2023 10:30,230.6,14,-4.69,3.044,5.591246373,233.116,0.838811036,2.95,4.59,33.7,19.9,74,10.5,29.3,Normal,Healthy
15-03-2023 10:45,229.14,12.38,-4.512,1.944,4.912970588,231.988,0.91838512,2.28,5.48,34.8,26.8,74,10.75,38.5,Normal,Healthy
15-03-2023 11:00,228.49,10.53,-3.809,1.685,4.165057743,231.035,0.914512912,1.69,3.65,33,31.6,74,11,37.1,Normal,Healthy
15-03-2023 11:15,230.24,16.63,-5.515,3.686,6.633386842,229.657,0.831400203,2.74,7.35,35.8,14.4,74,11.25,41,Normal,Healthy
15-03-2023 11:30,229.14,16.06,-6.038,2.039,6.372987133,228.147,0.947436253,1.61,3.59,33,14.3,74,11.5,25.4,Normal,Healthy
15-03-2023 11:45,230.03,14.9,-5.414,-2.433,5.935561052,226.794,0.91212929,1.49,7.78,33.7,23.7,74,11.75,23.9,Normal,Healthy
15-03-2023 12:00,231.69,20.7,-6.855,-4.689,8.305284222,225.08,0.825378035,2.42,6.19,34,10.2,74,12,24.3,Normal,Healthy
15-03-2023 12:15,229.19,17.31,-5.952,-3.432,6.870584255,223.592,0.866301746,1.83,6.05,32.2,18.9,74,12.25,43.1,Normal,Healthy
15-03-2023 12:30,231.15,18.91,-6.305,4.193,7.57193991,222.016,0.832679504,3.01,6.66,36.1,18.6,74,12.5,41.9,Normal,Healthy
15-03-2023 12:45,228.99,21.64,-7.303,4.512,8.584401726,220.19,0.85072896,1.77,4.71,34,5.2,74,12.75,39.6,Normal,Healthy
15-03-2023 13:00,229.79,18.25,-6.128,-3.898,7.262698397,218.658,0.843763409,1.71,4.37,34.7,22.2,74,13,40.3,Normal,Healthy
15-03-2023 13:15,229.99,21.19,-7.714,3.426,8.440572966,216.729,0.913918891,3.03,6.15,31.3,4.8,74,13.25,37.5,Normal,Healthy
15-03-2023 13:30,229.52,18.3,-6.366,3.521,7.274846871,215.138,0.875069845,0.7,5.19,36,13.3,74,13.5,49,Normal,Healthy
15-03-2023 13:45,230.32,16.61,-5.84,3.133,6.62731386,213.678,0.881201531,2.46,4.79,32.9,21.4,74,13.75,35.5,Normal,Healthy
15-03-2023 14:00,230.31,13.85,-4.962,2.432,5.525944987,212.437,0.897945802,2.97,6.3,36.9,27.8,74,14,31.7,Normal,Healthy
15-03-2023 14:15,230.9,15.64,-5.216,3.449,6.253179751,211.133,0.834135492,1.43,4.14,33,28.4,74,14.25,51.1,Normal,Healthy
15-03-2023 14:30,230.5,15.8,-5.471,-3.137,6.306552941,209.766,0.86751022,1.88,3.65,33.7,20.9,74,14.5,42,Normal,Healthy
15-03-2023 14:45,229.12,13.93,-4.536,3.162,5.529334499,208.632,0.82035174,2.46,5.39,34.1,33.2,74,14.75,30.8,Normal,Healthy
15-03-2023 15:00,228.92,13.28,-5.073,-1.404,5.263700694,207.363,0.963770421,1.78,3.7,33.8,24.6,74,15,46.5,Normal,Healthy
15-03-2023 15:15,229.62,14.74,-5.603,1.72,5.861058693,205.963,0.955970472,2.07,6.78,32.7,5.5,74,15.25,44.9,Normal,Healthy
15-03-2023 15:30,229.16,14.59,-4.917,3.056,5.789302635,204.733,0.849324946,1.68,7.51,34.6,9.9,74,15.5,35.5,Normal,Healthy
15-03-2023 15:45,228.92,12.93,-4.511,-2.435,5.126240923,203.606,0.879981879,1.5,4.56,33.1,11.9,74,15.75,35.6,Normal,Healthy
15-03-2023 16:00,229.07,11.37,-4.003,-2.079,4.510681767,202.605,0.887448798,1.89,5.68,36,18.3,74,16,30.6,Normal,Healthy
15-03-2023 16:15,230,10.41,-3.919,1.36,4.14827205,201.625,0.944730483,2.06,5.33,35,0,74,16.25,30.2,Normal,Healthy
15-03-2023 16:30,229.26,5.88,-2.111,-1,2.335876923,201.097,0.903728735,3.22,5.73,36.7,20.5,74,16.5,33.4,Normal,Healthy
15-03-2023 16:45,228.72,5.28,-1.721,-1.186,2.09008062,200.667,0.823412819,3,6.31,32.3,31.3,74,16.75,35.1,Normal,Healthy
15-03-2023 17:00,229.85,6.14,-2.102,-1.249,2.445077708,200.142,0.859686027,2.1,3.76,32.4,19.3,74,17,31.2,Normal,Healthy
15-03-2023 17:15,228.8,4.73,-1.807,0.498,1.87436736,199.69,0.9640581,0.76,6.29,33.9,14.8,74,17.25,31.7,Normal,Healthy
15-03-2023 17:30,230.75,3.15,-1.11,0.59,1.257060062,199.412,0.883011998,1.92,5.57,32.7,13.4,74,17.5,38,Normal,Healthy
15-03-2023 17:45,230.8,1.09,-0.384,-0.201,0.433424734,199.316,0.88596493,2.17,5.31,34.8,20.9,74,17.75,45.4,Normal,Healthy
15-03-2023 18:00,231.11,0.31,-0.114,-0.044,0.122196563,199.288,0.932915495,1.45,7.9,32.7,22.6,74,18,33.7,Normal,Healthy
15-03-2023 18:15,230,0,0,0,0,199.288,0,2.6,5.03,34.6,20.6,74,18.25,36.5,Normal,Healthy
15-03-2023 18:30,231.15,0.15,-0.049,0.033,0.059076222,199.275,0.829422887,1.88,5.96,36.7,8.3,74,18.5,35.4,Normal,Healthy
15-03-2023 18:45,230.38,24.51,8.512,4.817,9.780472023,201.403,0.870305555,2.11,4.74,35.4,16.2,74,18.75,25.4,Normal,Healthy
15-03-2023 19:00,228.79,16.88,6.413,1.908,6.690817065,203.007,0.958477713,1.3,7.48,32,24.8,74,19,30.7,Normal,Healthy
15-03-2023 19:15,228.36,24.11,8.492,4.341,9.537208449,205.129,0.890407204,1.48,5.67,31.8,11.7,74,19.25,30.4,Normal,Healthy
15-03-2023 19:30,231.17,16.5,6.238,2.182,6.608613168,206.689,0.943919533,2.46,5.3,35.5,23.9,74,19.5,27.4,Normal,Healthy
15-03-2023 19:45,230.56,21.16,8.267,1.752,8.450609031,208.755,0.978272571,1.69,5.2,36.4,18.5,74,19.75,50.1,Normal,Healthy
15-03-2023 20:00,229.74,21.88,7.875,-3.717,8.708140674,210.724,0.904326123,1.75,5.45,31.6,18.1,74,20,29.4,Normal,Healthy
15-03-2023 20:15,228.9,23.97,8.321,-4.593,9.504456323,212.805,0.875483967,1.6,3.32,32.4,37.2,74,20.25,32.9,Normal,Healthy
15-03-2023 20:30,230.27,20.39,7.455,3.254,8.134220368,214.668,0.916498293,1.68,4.59,32.8,23.1,74,20.5,42.5,Normal,Healthy
15-03-2023 20:45,230.71,24.61,8.707,-4.575,9.835775211,216.845,0.885237709,2.16,3.84,35.5,29.2,74,20.75,25.8,Normal,Healthy
15-03-2023 21:00,230.49,17.63,6.639,2.331,7.036325888,218.505,0.94353206,2.7,4.54,31.7,23.7,74,21,38.5,Normal,Healthy
15-03-2023 21:15,231.14,18.64,6.847,-2.966,7.461807087,220.216,0.917606017,2.45,6.59,31.8,14.6,74,21.25,36.1,Normal,Healthy
15-03-2023 21:30,229.16,25.59,8.818,5.04,10.15670833,222.421,0.868194581,1.38,7.13,30.8,10.6,74,21.5,36.2,Normal,Healthy
15-03-2023 21:45,229.91,20.72,7.941,-2.245,8.252242483,224.406,0.962283774,1.68,4.4,34.2,39.8,74,21.75,38.8,Normal,Healthy
15-03-2023 22:00,231,18.79,6.465,-3.838,7.518408675,226.022,0.859889296,1.65,5.37,34.4,30.3,74,22,36.7,Normal,Healthy
15-03-2023 22:15,230.71,12.28,4.388,-2.198,4.907723301,227.119,0.894100754,1.59,5.99,32,22.6,74,22.25,40.2,Normal,Healthy
15-03-2023 22:30,229.62,8.11,3.133,0.773,3.226951812,227.902,0.970884975,2.19,7.37,33,11.7,74,22.5,23.5,Normal,Healthy
15-03-2023 22:45,229.36,10.36,3.415,-2.299,4.116749446,228.756,0.829537774,1.9,4.27,33.7,7.3,74,22.75,37.3,Normal,Healthy
15-03-2023 23:00,230.01,15.89,5.438,3.24,6.33004297,230.116,0.859077761,1.98,3.81,33,3.5,74,23,37.8,Normal,Healthy
15-03-2023 23:15,229.94,7.48,2.8,1.02,2.98,230.816,0.939597,2.12,4.55,36,17.2,74,23.25,34.9,Normal,Healthy
15-03-2023 23:30,230.15,15.19,5.826,1.648,6.054599904,232.272,0.96224344,2.15,5.61,34.2,16.5,74,23.5,35.2,Normal,Healthy
15-03-2023 23:45,230.22,9.53,3.275,1.931,3.801892424,233.091,0.86141289,1.31,6.43,30.1,29.6,74,23.75,36.3,Normal,Healthy
16-03-2023 00:00,230.3,9.14,3.527,0.922,3.645519579,233.973,0.967488709,2.8,5.96,30.7,10.9,75,0,23.4,Normal,Healthy
16-03-2023 00:15,229.12,12.97,4.438,-2.608,5.14757302,235.082,0.862153702,1.1,4.5,36.3,14.5,75,0.25,28.4,Normal,Healthy
16-03-2023 00:30,230.84,9.28,3.469,1.32,3.711652058,235.949,0.934623993,1.85,4.39,32.1,16.3,75,0.5,44.2,Normal,Healthy
16-03-2023 00:45,229.86,9.04,2.966,2.039,3.599260619,236.691,0.824057908,2.9,6.03,32.5,18.1,75,0.75,37.2,Normal,Healthy
16-03-2023 01:00,230.62,7.94,2.943,1.179,3.170376949,237.427,0.928280491,2.11,4.02,33.1,13.4,75,1,47.4,Normal,Healthy
16-03-2023 01:15,230.26,8.9,3.364,-1.134,3.549993239,238.268,0.947607171,2.51,4.09,33.9,17.2,75,1.25,42.3,Normal,Healthy
16-03-2023 01:30,229.74,6.19,2.142,1.218,2.464079544,238.803,0.869289766,0.94,6.58,32.1,37.1,75,1.5,39.6,Normal,Healthy
16-03-2023 01:45,229.99,10.24,3.51,-2.076,4.077974497,239.681,0.860721209,2.08,4.17,36.5,12.4,75,1.75,33.8,Normal,Healthy
16-03-2023 02:00,230.7,7.96,2.879,-1.351,3.180226721,240.4,0.905281084,2.3,5.23,38.5,10.2,75,2,43.4,Normal,Healthy
16-03-2023 02:15,230.23,11.76,4.39,-1.646,4.68843428,241.498,0.936346507,2.75,4.3,31.7,24.6,75,2.25,38.3,Normal,Healthy
16-03-2023 02:30,229.78,4.65,1.565,-0.985,1.849175492,241.889,0.846322678,1.79,4.87,31.1,0.3,75,2.5,24.8,Normal,Healthy
16-03-2023 02:45,230.35,9.22,3.594,0.79,3.679801082,242.788,0.976682963,2.27,6.43,34.1,0,75,2.75,30.1,Normal,Healthy
16-03-2023 03:00,230.47,11.34,4.065,1.988,4.525082209,243.804,0.898326022,2.02,4.48,30.9,24.7,75,3,33.9,Normal,Healthy
16-03-2023 03:15,230.67,9.47,3.554,-1.298,3.783612031,244.692,0.939313818,2.67,3.96,34.6,31.8,75,3.25,42.8,Normal,Healthy
16-03-2023 03:30,229.97,11.36,3.995,-2.127,4.525942333,245.691,0.882688913,2.1,4.26,34,25.4,75,3.5,28.8,Normal,Healthy
16-03-2023 03:45,229.16,7.72,2.759,-1.334,3.064577785,246.381,0.900286856,3.12,6.59,34.8,11.3,75,3.75,39.9,Normal,Healthy
16-03-2023 04:00,229.61,15.02,5.212,-2.92,5.974223297,247.684,0.872414516,0.58,7.77,34.4,29.7,75,4,29.8,Normal,Healthy
16-03-2023 04:15,230.7,10.52,3.932,-1.492,4.205554422,248.667,0.934953794,2.34,4.44,30.8,0,75,4.25,37.3,Normal,Healthy
16-03-2023 04:30,230.48,9.67,3.426,-1.777,3.859430657,249.523,0.88769547,1.61,3.99,33.5,7.4,75,4.5,41.6,Normal,Healthy
16-03-2023 04:45,230.06,9.2,3.504,-1.079,3.666368367,250.399,0.955713855,1.67,5.54,33.1,21.6,75,4.75,30.4,Normal,Healthy
16-03-2023 05:00,229.45,9.04,3.514,-0.755,3.594192677,251.278,0.977687992,2.17,5.02,30.6,9.4,75,5,36.3,Normal,Healthy
16-03-2023 05:15,229.27,9.23,3.256,-1.681,3.664327633,252.092,0.888566591,2.25,6.61,36.3,16.1,75,5.25,36.8,Normal,Healthy
16-03-2023 05:30,230.81,16.83,5.523,-3.841,6.727318188,253.472,0.820980817,1.6,3.27,29.6,18.5,75,5.5,30.4,Normal,Healthy
16-03-2023 05:45,230.91,9.65,3.52,-1.581,3.858751223,254.352,0.912211979,3.43,8.91,35.4,14.5,75,5.75,36.7,Normal,Healthy
16-03-2023 06:00,230.13,9.38,3.257,1.834,3.737861019,255.167,0.871353727,1.61,5.81,33.5,12.1,75,6,34.5,Normal,Healthy
16-03-2023 06:15,230.42,5.39,1.81,1.163,2.151434173,255.619,0.841298879,3,5.48,34.3,28.4,75,6.25,45.2,Normal,Healthy
16-03-2023 06:30,229.62,0,0,0,0,255.619,0,1.5,2.83,34.4,32.8,75,6.5,27.7,Normal,Healthy
16-03-2023 06:45,228.71,0,0,0,0,255.619,0,1.63,6.07,31.6,23.8,75,6.75,43.6,Normal,Healthy
16-03-2023 07:00,230.32,0,0,0,0,255.619,0,3.36,8.17,36.5,12.7,75,7,42.3,Normal,Healthy
16-03-2023 07:15,229.03,0,0,0,0,255.619,0,2.48,5.79,35.6,10.1,75,7.25,39.8,Normal,Healthy
16-03-2023 07:30,229.51,0,0,0,0,255.619,0,2.15,7.2,35.9,11.5,75,7.5,39.3,Normal,Healthy
16-03-2023 07:45,230.11,1.05,-0.381,-0.173,0.41843757,255.524,0.910527918,2.16,6.22,35,20.6,75,7.75,32.8,Normal,Healthy
16-03-2023 08:00,229.64,0.53,-0.206,0.043,0.210440015,255.472,0.978896627,1.72,6.78,36.1,18.2,75,8,29.6,Normal,Healthy
16-03-2023 08:15,230.9,2.29,-0.774,0.491,0.916600786,255.279,0.844423404,3.22,4.13,36,7.1,75,8.25,38,Normal,Healthy
16-03-2023 08:30,229.37,2.39,-0.822,-0.475,0.949372951,255.073,0.865833741,2.96,4.83,35.5,13.4,75,8.5,37.2,Normal,Healthy
16-03-2023 08:45,228.21,3.57,-1.362,-0.374,1.412416369,254.733,0.964304199,2.96,6.37,34.9,21.8,75,8.75,20.5,Normal,Healthy
16-03-2023 09:00,230.09,4.72,-1.819,-0.482,1.881777086,254.278,0.966638954,2.08,5.55,33.7,28.9,75,9,38.8,Normal,Healthy
16-03-2023 09:15,230.31,6.71,-2.352,1.278,2.67678688,253.69,0.878665066,1.65,4.44,31.1,21.3,75,9.25,39.6,Normal,Healthy
16-03-2023 09:30,229.97,7.99,-2.905,1.298,3.181796505,252.964,0.913005933,1.56,3.42,30.2,15.4,75,9.5,39.1,Normal,Healthy
16-03-2023 09:45,231.18,9.99,-3.594,-1.753,3.998730424,252.065,0.898785044,1.95,6.19,34.4,12,75,9.75,32.5,Normal,Healthy
16-03-2023 10:00,231.49,9.6,-3.475,-1.654,3.848550506,251.197,0.902937117,2.19,7.25,30.2,30.6,75,10,28.8,Normal,Healthy
16-03-2023 10:15,229.51,12.39,-4.419,-2.178,4.926585532,250.092,0.896969935,2.64,7.93,37.6,9,75,10.25,39.1,Normal,Healthy
16-03-2023 10:30,230.45,12.5,-4.52,2.117,4.991201158,248.962,0.905593454,2.17,4.98,35.1,20.7,75,10.5,23.6,Normal,Healthy
16-03-2023 10:45,229.47,14.47,-5.21,-2.438,5.752212096,247.66,0.90573835,2.26,4.98,37,11.2,75,10.75,47.2,Normal,Healthy
16-03-2023 11:00,230.18,15.8,-5.432,-3.192,6.300435541,246.302,0.862162481,1.02,4.69,31.8,17.5,75,11,17.2,Normal,Healthy
16-03-2023 11:15,228.9,13.93,-5.403,-1.142,5.522370234,244.951,0.978384062,1.23,5.74,35.3,20.6,75,11.25,34.5,Normal,Healthy
16-03-2023 11:30,229.25,18.55,-6.046,4.207,7.365661206,243.439,0.820835905,1.88,4.88,38.2,17.5,75,11.5,37.1,Normal,Healthy
16-03-2023 11:45,229.88,20.04,-6.733,-4.281,7.978737369,241.756,0.843867751,2.12,3.84,34.5,7.8,75,11.75,35.1,Normal,Healthy
16-03-2023 12:00,230.83,17.14,-6.164,2.993,6.852221902,240.215,0.899562097,1.99,7.35,32,14.8,75,12,42.6,Normal,Healthy
16-03-2023 12:15,230.59,18.33,-6.309,-3.712,7.320001708,238.638,0.861884927,2.24,3.64,36.5,17.6,75,12.25,28.8,Normal,Healthy
16-03-2023 12:30,229.52,14.89,-5.792,1.225,5.920125759,237.19,0.97835743,2.01,4.45,35.1,28,75,12.5,41.2,Normal,Healthy
